"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"A Perfect Day","0","0","8","0","3.19","3.19","0.38","0.49","-28.6","2.80","2.53","38","1.32","2022-02-25","843810"
"a pet shop after dark","0","0","6","0","24.99","24.99","4.17","2.09","50.0","10.87","0.38","19","10.87","2022-09-06","1934800"
"A Pixel Story","0","0","6","0","3.57","3.57","0.60","0.66","-9.1","0.66","3.24","13","1.59","2015-06-11","339460"
"A Plague Tale: Innocence","0","0","6","0","3.46","3.46","0.55","0.44","20.0","0.38","0.33","417","1.43","2019-05-13","752590"
"A Plague Tale: Requiem","0","0","6","0","4.23","4.23","0.71","N/A","0.0","0.33","0.38","223","1.87","2022-10-18","1182900"
"A Plunge into Darkness","0","0","6","0","4.23","4.23","0.71","1.04","-46.2","0.16","0.16","47","1.87","2020-11-23","615700"
"A Princess' Tale","0","0","5","0","2.64","2.64","0.55","0.33","40.0","0.16","0.16","38","1.43","2016-05-21","461380"
"A Promise Best Left Unkept","0","0","5","0","27.29","27.29","5.44","3.02","44.4","2.36","1.65","15","14.17","2023-10-18","2219000"
"A Quiet Place: The Road Ahead","0","0","6","0","4.61","4.61","0.77","0.71","7.1","4.28","1.21","90","2.03","2024-10-09","2233120"
"A Quiver of Crows","0","0","15","0","5.05","5.05","0.33","1.70","-416.7","6.76","2.03","19","2.31","2016-09-03","347280"
"A Robot Named Fight","0","0","5","0","3.02","3.02","0.60","1.98","-227.3","0.49","0.66","13","1.59","2017-08-30","603530"
"A Room Beyond","0","0","7","0","5.49","5.49","0.77","N/A","0.0","3.84","8.46","14","2.69","2017-03-22","454330"
"A Rose in the Twilight","0","0","7","0","4.67","4.67","0.66","0.82","-25.0","0.77","0.66","55","2.31","2017-05-10","548840"
"A Sceptic's Guide to Magic","0","0","6","0","2.75","2.75","0.44","0.27","37.5","1.04","1.54","27","1.15","2025-04-03","1074520"
"A SECOND BEFORE US","0","0","5","0","3.30","3.30","0.66","0.93","-41.7","0.16","0.27","15","1.70","2017-05-08","625370"
"A Shelter Full of Cats","0","0","5","0","5.60","5.60","1.10","1.21","-10.0","2.58","0.77","55","2.86","2024-12-18","3087650"
"A Shooty Bit","0","0","5","0","2.97","2.97","0.60","0.33","45.5","0.16","0.16","45","1.59","2017-02-22","463480"
"A Sirius Game","0","0","5","0","2.69","2.69","0.55","0.27","50.0","0.16","0.16","25","0.93","2015-08-25","392930"
"A Sky Full of Stars","0","0","8","0","4.12","4.12","0.49","0.82","-66.7","0.33","0.77","53","1.70","2018-01-26","745960"
"A Space for the Unbound","0","0","6","0","4.28","4.28","0.71","1.26","-76.9","0.38","4.89","91","1.87","2023-02-13","1201270"
"A Step Into Darkness","0","0","5","0","6.48","6.48","1.32","1.59","-20.8","1.04","2.25","27","3.46","2017-08-02","578600"
"A Story About My Uncle","0","0","6","0","2.25","2.25","0.38","0.27","28.6","0.16","0.16","981","0.99","2014-08-12","278360"
"A Street Cat's Tale","0","0","5","0","6.37","6.37","1.26","1.65","-30.4","15.71","0.44","28","3.30","2020-08-24","1140570"
"A Tale of Caos: Overture","0","0","6","0","4.34","4.34","0.71","1.37","-92.3","0.55","10.65","22","1.87","2016-12-21","500320"
"A Tale of Two Kingdoms","0","0","7","0","3.90","3.90","0.55","1.81","-230.0","2.03","1.65","14","1.92","2017-11-01","603870"
"A Timely Intervention","0","0","5","0","3.35","3.35","0.66","0.38","41.7","0.16","0.16","17","1.70","2017-03-25","461340"
"A Total War Saga: Thrones of Britannia","0","0","13","0","3.02","3.02","0.22","0.27","-25.0","0.38","1.70","294","1.32","2018-05-03","712100"
"A Tower Full of Cats","0","0","12","0","7.30","7.30","0.60","0.88","-45.5","1.21","0.38","127","3.13","2024-05-27","2179170"
"A Town Uncovered","0","0","6","0","3.19","3.19","0.55","0.93","-70.0","6.86","0.38","12","0.93","2020-12-22","1330190"
"A Trip to Yugoslavia: Director's Cut","0","0","6","0","2.69","2.69","0.44","0.66","-50.0","0.16","0.16","147","1.15","2017-02-15","545410"
"A Valley Without Wind","0","0","5","0","2.64","2.64","0.55","0.66","-20.0","0.22","2.97","39","1.43","2013-08-29","209330"
"A Vampyre Story","0","0","5","0","3.30","3.30","0.66","1.87","-183.3","0.33","0.33","28","1.70","2023-07-31","313870"
"A Virus Named TOM","0","0","10","0","4.45","4.45","0.44","0.27","37.5","0.16","0.16","30","1.92","2013-09-27","207650"
"A Way Out","0","0","11","0","3.02","3.02","0.27","0.16","40.0","0.33","0.33","2501","1.43","2020-06-18","1222700"
"A Wild Catgirl Appears!","0","0","5","0","8.02","8.02","1.59","1.59","0.0","0.55","0.22","31","4.17","2016-01-05","429580"
"A Wizard's Lizard","0","0","6","0","7.19","7.19","1.21","9.94","-722.7","0.77","0.44","24","3.13","2015-01-21","280040"
"A Wolf in Autumn","0","0","5","0","2.97","2.97","0.60","0.82","-36.4","0.16","4.78","28","1.59","2021-11-24","395270"
"A YEAR OF SPRINGS","0","0","7","0","6.04","6.04","0.88","1.32","-50.0","7.36","2.53","27","3.08","2022-02-27","1688580"
"A-10 VR","0","0","6","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-04-05","436220"
"A-Escape VR","0","0","5","0","6.37","6.37","1.26","0.00","100.0","7.74","5.93","14","3.30","2017-06-22","538330"
"A-Gents","0","0","5","1","2.36","2.36","0.49","0.33","33.3","0.27","0.16","15","1.26","2016-04-30","460910"
"A-men","0","0","6","0","5.00","5.00","0.82","0.77","6.7","0.88","0.60","14","2.14","2014-01-29","264460"
"A-Men 2","0","0","5","0","5.55","5.55","1.10","0.55","50.0","0.55","0.44","15","2.86","2015-06-27","294190"
"A-Train 9 V4.0 : Japan Rail Simulator","0","0","12","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-04-27","278550"
"A-Train: All Aboard! Tourism","0","0","6","0","6.21","6.21","1.04","0.00","100.0","8.84","13.89","31","2.75","2021-12-08","1685460"
"A.D. 2047","0","0","7","0","25.59","25.59","3.68","1.76","52.2","2.20","532.00","10","12.80","2022-06-28","1523370"
"A.I. Invasion","0","0","8","0","13.13","13.13","1.65","1.15","30.0","0.38","0.55","12","5.71","2015-10-08","386540"
"A.R.E.S.","0","0","6","0","2.47","2.47","0.38","0.33","14.3","0.16","0.16","29","0.99","2013-06-13","92300"
"A.R.E.S. Extinction Agenda EX","0","0","5","0","4.94","4.94","0.99","1.26","-27.8","0.66","24.66","7","2.58","2014-09-23","315340"
"A.V.","0","0","6","0","4.28","4.28","0.71","1.04","-46.2","5.49","42.73","19","1.87","2015-06-23","341750"
"A.V.A. Alliance of Valiant Arms™","0","0","9","0","5.11","5.11","0.55","0.55","0.0","0.88","11.97","44","2.36","2014-09-30","102700"
"Aaero","0","0","9","0","4.34","4.34","0.49","0.22","55.6","0.55","0.71","35","2.14","2017-04-27","499890"
"Aarklash: Legacy","0","0","7","0","2.69","2.69","0.38","0.22","42.9","0.16","0.60","51","1.32","2014-04-17","222640"
"Abalon","0","0","10","0","3.95","3.95","0.38","0.00","100.0","1.98","0.38","14","1.65","2023-06-09","1681840"
"Abalone","0","0","6","0","7.03","7.03","1.15","N/A","0.0","0.82","6.86","26","3.02","2014-04-23","279480"
"Abandon Ship","0","0","8","0","3.35","3.35","0.44","N/A","0.0","5.33","1.98","22","1.54","2018-02-18","551860"
"Abathor","0","0","8","0","3.40","3.40","0.44","1.26","-187.5","0.33","2.75","25","1.54","2024-09-23","2295610"
"ABC Coloring Town","0","0","6","0","2.64","2.64","0.44","0.27","37.5","0.22","0.16","18","1.15","2016-10-25","478010"
"ABD: A Beautiful Day","0","0","5","0","3.46","3.46","0.71","0.00","100.0","1.48","8.40","13","1.87","2015-08-15","384920"
"Abduction Bit","0","0","5","0","2.31","2.31","0.44","0.33","25.0","0.22","0.16","254","1.15","2016-11-15","550810"
"ABO MANDO","0","0","7","0","4.45","4.45","0.66","0.38","41.7","0.16","0.16","29","2.31","2016-01-10","429950"
"Abomi Nation","0","0","11","0","3.40","3.40","0.33","2.25","-583.3","1.10","3.90","28","1.70","2022-06-11","1193590"
"Aborigenus","0","0","5","0","2.86","2.86","0.55","0.38","30.0","0.16","0.16","29","1.43","2018-10-14","611860"
"About Love, Hate and the other ones","0","0","5","0","3.08","3.08","0.60","0.66","-9.1","0.22","0.16","29","1.59","2014-12-12","277680"
"Above - VR","0","0","5","0","2.75","2.75","0.55","0.44","20.0","0.22","0.16","18","1.43","2016-11-02","547040"
"Abrams Tank","0","0","8","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-01-31","518160"
"Abrix for kids","0","0","5","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2016-07-12","486880"
"Abrix the robot","0","0","5","0","3.62","3.62","0.71","0.71","0.0","1.92","2.20","15","1.87","2016-05-03","461850"
"Absconding Zatwor","0","0","6","1","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2015-07-08","385200"
"Absoloot","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-02-23","555700"
"Absolute Drift","0","0","6","0","3.02","3.02","0.49","0.44","11.1","0.82","0.22","65","1.26","2015-08-02","320140"
"Absolute Tactics: Daughters of Mercy","0","0","8","0","8.73","8.73","1.10","1.76","-60.0","1.26","6.65","25","3.84","2022-10-08","1636660"
"Absolute Territory","0","0","6","0","4.06","4.06","0.66","1.48","-125.0","201.22","1.10","16","1.70","2024-07-03","1130880"
"Abyss Cave","0","0","5","0","7.41","7.41","1.48","0.99","33.3","0.55","0.88","20","3.84","2016-07-25","348740"
"Abyss Odyssey","0","0","8","0","3.13","3.13","0.38","0.22","42.9","0.22","0.27","36","1.32","2014-07-15","255070"
"ABYSS OF THE SACRIFICE","0","0","8","0","11.04","11.04","1.37","1.26","8.0","3.08","0.66","16","4.78","2020-12-16","1442160"
"Abyss Raiders: Uncharted","0","0","5","0","2.80","2.80","0.55","0.33","40.0","0.16","0.16","38","1.43","2015-05-02","348730"
"Abyss School","0","0","10","0","4.50","4.50","0.44","1.37","-212.5","1.92","0.49","100","1.92","2024-02-03","2473710"
"Abyss: The Wraiths of Eden","0","0","6","0","4.45","4.45","0.77","0.55","28.6","0.49","0.33","37","2.03","2014-04-07","284710"
"ABZÛ","0","0","6","0","3.46","3.46","0.55","0.33","40.0","0.38","0.33","105","1.43","2016-07-28","384190"
"Academagia: The Making of Mages","0","0","7","0","4.23","4.23","0.60","N/A","0.0","0.77","1.48","15","2.09","2017-04-20","533480"
"Academia : School Simulator","0","0","15","0","3.46","3.46","0.22","0.27","-25.0","0.60","0.93","187","1.54","2018-07-01","672630"
"Acaratus","0","0","6","0","3.40","3.40","0.55","6.81","-1,140.0","0.93","8.84","10","1.43","2016-02-10","376410"
"Acceleration of SUGURI 2","0","0","10","0","4.28","4.28","0.44","0.55","-25.0","1.26","0.16","27","1.92","2018-03-07","390710"
"Acceleration of Suguri X-Edition","0","0","5","0","3.73","3.73","0.77","0.77","0.0","0.27","1.48","13","1.32","2014-07-29","265170"
"Access Denied","0","0","5","0","4.78","4.78","0.93","1.81","-94.1","0.16","0.11","22","2.42","2016-12-17","562570"
"Accounting+","0","0","7","0","5.05","5.05","0.71","0.27","61.5","3.30","14.99","27","2.47","2018-10-29","927270"
"AccrO","0","0","7","5","2.53","2.53","0.38","0.22","42.9","0.16","0.16","227","1.32","2023-05-03","1366810"
"ACE COMBAT™7: SKIES UNKNOWN","0","0","12","0","3.84","3.84","0.33","0.22","33.3","0.33","0.38","1059","1.70","2019-01-31","502500"
"Ace of Protectors","0","0","8","0","13.89","13.89","1.76","2.14","-21.9","0.22","0.27","17","6.10","2016-06-27","398150"
"Ace of Seafood","0","0","5","0","3.13","3.13","0.60","0.49","18.2","0.77","2.53","19","1.59","2016-04-08","450500"
"Ace of Spades","0","0","6","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2013-07-17","224540"
"Ace of Words","0","0","8","1","2.97","2.97","0.38","0.27","28.6","0.16","1.65","26","1.32","2015-10-08","398680"
"Aces and Adventures","0","0","8","0","2.64","2.64","0.33","0.27","16.7","0.16","0.16","100","1.15","2023-03-15","1815570"
"Aces of the Luftwaffe - Squadron","0","0","8","0","6.32","6.32","0.77","0.77","0.0","27.90","0.82","14","2.69","2021-03-06","859350"
"Achievement printer","0","0","5","0","3.84","3.84","0.77","0.55","28.6","0.16","2.86","164","2.03","2022-05-25","806140"
"Achilles: Legends Untold","0","0","5","0","3.68","3.68","0.71","0.88","-23.1","9.06","0.55","43","1.87","2022-12-06","1314000"
"Achilles: Survivor","0","0","6","0","3.79","3.79","0.60","0.93","-54.5","1.37","0.22","41","1.59","2025-05-07","2922410"
"Acid Flip","0","0","8","0","15.54","15.54","1.92","1.81","5.7","0.60","0.16","23","6.70","2019-08-05","494820"
"Acro Storm","0","0","6","0","3.13","3.13","0.55","0.49","10.0","2.80","0.22","9","1.43","2017-01-06","546610"
"Across the Obelisk","0","0","9","0","2.53","2.53","0.27","0.16","40.0","0.38","0.33","256","1.21","2022-08-17","1385380"
"Act of Aggression","0","0","5","0","4.28","4.28","0.88","0.38","56.3","1.04","0.44","32","2.31","2015-09-16","318020"
"Acting Lessons","0","0","10","0","3.90","3.90","0.38","0.71","-85.7","0.38","1.76","81","1.65","2019-10-09","1045520"
"Action Alien","0","0","6","0","4.83","4.83","0.82","0.33","60.0","0.16","0.16","43","2.14","2016-03-20","382080"
"Action Henk","0","0","5","0","2.36","2.36","0.49","0.33","33.3","0.22","0.16","28","1.26","2015-05-11","285820"
"Action Legion","0","0","5","0","20.65","20.65","4.12","3.62","12.0","42.18","0.71","18","10.76","2016-04-20","431630"
"Active DBG: Brave's Rage","0","0","8","0","20.54","20.54","2.58","N/A","0.0","0.66","1.98","12","8.95","2023-02-03","1124080"
"Actraiser Renaissance","0","0","9","0","4.72","4.72","0.55","1.21","-120.0","4.28","31.41","27","2.36","2021-10-02","1393370"
"Actual Sunlight","0","0","8","0","5.05","5.05","0.60","N/A","0.0","2.80","2.14","12","2.09","2014-04-03","288040"
"Ad Fundum","0","0","7","0","2.75","2.75","0.38","1.15","-200.0","8.46","16.26","32","1.32","2024-07-30","2647820"
"Ad Infinitum","0","0","6","0","4.39","4.39","0.71","1.98","-176.9","0.38","0.55","43","1.87","2023-09-15","1234430"
"Adabana Odd Tales","0","0","6","0","9.23","9.23","1.54","1.15","25.0","0.38","0.66","48","4.01","2020-09-04","1094820"
"Adam Wolfe","0","0","8","0","5.33","5.33","0.66","0.71","-8.3","0.38","0.33","45","2.31","2016-10-16","483420"
"Adam's Venture Chronicles","0","0","6","0","2.75","2.75","0.44","0.49","-12.5","1.48","0.22","15","1.15","2016-11-03","362410"
"Adam's Venture Origins","0","0","6","0","5.99","5.99","0.99","0.93","5.6","1.04","0.77","26","2.58","2016-04-01","400360"
"ADAPTR","0","0","6","0","6.15","6.15","1.04","1.81","-73.7","4.01","5.77","6","2.75","2018-10-26","516570"
"Adele: Following the Signs","0","0","10","0","10.93","10.93","1.10","1.59","-45.0","4.72","13.56","23","4.78","2016-06-05","457980"
"Adios","0","0","6","0","89.90","89.90","14.99","2.69","82.1","2.09","20.65","8","39.10","2021-04-23","1271400"
"ADIOS Amigos","0","0","6","0","12.85","12.85","2.14","1.15","46.2","2.36","1.65","14","5.60","2020-10-21","725120"
"ADOM (Ancient Domains Of Mystery)","0","0","5","0","2.25","2.25","0.44","0.27","37.5","0.71","0.22","55","1.15","2016-01-29","333300"
"Adorable Crush","0","0","6","0","4.28","4.28","0.71","0.77","-7.7","2.64","82.65","33","1.87","2020-10-25","1266800"
"Adorable Witch","0","0","11","0","6.15","6.15","0.55","0.49","10.0","2.36","0.38","25","2.36","2021-06-24","1605010"
"Adorable Witch 2","0","0","10","0","6.59","6.59","0.66","0.99","-50.0","0.49","1.98","29","2.86","2021-11-26","1709500"
"Adorable Witch 3","0","0","10","0","9.23","9.23","0.93","0.71","23.5","0.44","2.36","23","4.06","2022-06-07","1913490"
"Adorable Witch 4 ：Lust","0","0","10","0","6.54","6.54","0.66","1.04","-58.3","0.60","4.50","19","2.86","2023-02-06","2016370"
"Adorable Witch5 : lingering","0","0","10","0","7.08","7.08","0.71","0.88","-23.1","3.51","1.21","23","3.13","2023-08-14","2271980"
"Adorables","0","0","12","5","3.02","3.02","0.27","0.11","60.0","0.16","0.16","412","1.43","2016-04-06","366760"
"Adrenaline adventure","0","0","5","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2016-12-16","555760"
"Advent Rising","0","0","11","0","3.79","3.79","0.33","0.55","-66.7","0.93","206.82","41","1.70","2014-07-02","3800"
"Adventure Apes and the Mayan Mystery","0","0","5","0","7.47","7.47","1.48","2.03","-37.0","2.47","23.45","9","3.84","2016-07-12","461830"
"AdVenture Capitalist","0","0","5","0","6.59","6.59","1.32","1.04","20.8","0.44","1.10","83","3.46","2015-07-23","346900"
"Adventure in the Tower of Flight","0","0","5","0","5.33","5.33","1.04","2.25","-115.8","190.79","3.84","5","2.75","2015-07-10","368830"
"ADventure Lib","0","0","6","0","4.67","4.67","0.77","20.87","-2,614.3","8.02","1.21","14","2.03","2015-08-06","374950"
"Adventure of a Lifetime","0","0","5","0","2.64","2.64","0.55","1.32","-140.0","0.71","0.99","42","1.43","2018-07-31","820730"
"Adventure Time: Finn and Jake Investigations","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2015-12-02","369300"
"Adventure Time: The Secret Of The Nameless Kingdom","0","0","5","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2014-11-16","298890"
"Adventure World","0","0","12","0","10.98","10.98","0.93","1.21","-29.4","2.42","0.22","12","4.89","2016-08-06","465540"
"Adventurer Manager","0","0","8","0","5.33","5.33","0.66","N/A","0.0","10.27","7.14","18","2.31","2014-04-19","280320"
"Adventures of Abrix","0","0","5","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-03-18","576380"
"Adventures of Bertram Fiddle: Episode 2: A Bleaker Predicklement","0","0","12","0","4.06","4.06","0.33","0.38","-16.7","4.01","2.14","18","1.70","2017-08-28","489930"
"Adventures Of Fluzz","0","0","5","0","2.53","2.53","0.49","0.44","11.1","0.38","0.16","25","1.26","2023-06-03","523670"
"Adventures On The Polluted Islands","0","0","5","0","2.53","2.53","0.49","0.49","0.0","0.16","0.16","55","1.26","2017-02-11","496690"
"Adventurezator: When Pigs Fly","0","0","6","0","3.35","3.35","0.55","0.60","-10.0","2.03","10.11","10","1.43","2014-06-20","300280"
"Adventuring gentleman","0","0","7","0","19.28","19.28","2.75","0.49","82.0","0.55","0.66","12","7.14","2017-05-23","564280"
"AdvertCity","0","0","12","0","7.03","7.03","0.60","0.93","-54.5","0.44","9.12","23","3.13","2015-06-06","365800"
"Aegis","0","0","5","0","2.91","2.91","0.60","0.82","-36.4","2.14","0.16","29","1.59","2017-05-10","530520"
"Aeon","0","0","5","0","2.58","2.58","0.49","0.99","-100.0","1.37","6.76","21","1.26","2017-06-06","543390"
"Aeon Command","0","0","5","0","2.58","2.58","0.49","0.27","44.4","0.16","0.27","39","1.26","2014-07-03","304670"
"Aeon Must Die!","0","0","5","0","10.87","10.87","2.20","3.46","-57.5","0.71","4.67","15","5.71","2021-10-29","1089930"
"Aeon's End","0","0","13","0","3.68","3.68","0.27","0.99","-260.0","1.48","4.89","30","1.43","2021-05-19","1063580"
"AER Memories of Old","0","0","6","0","2.36","2.36","0.38","0.27","28.6","0.16","0.16","185","0.99","2017-10-24","331870"
"AereA","0","0","10","0","5.82","5.82","0.60","0.77","-27.3","0.82","2.36","17","2.64","2017-06-02","573660"
"Aerena","0","0","8","0","3.79","3.79","0.49","1.15","-133.3","6.32","1.59","19","1.70","2014-05-01","247830"
"AERENA - Masters Edition","0","0","5","0","8.40","8.40","1.70","1.26","25.8","0.49","3.68","23","4.45","2015-02-10","333530"
